2026-08-09 22:40:21.298 | E-ZZIO CODE RELOCATION ENGINE START
2026-08-09 22:40:30.005 | DRY-RUN terminé — aucune modification
2026-08-09 22:40:45.429 | Execution cancelled by user
2026-08-09 22:40:47.808 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\redis\src\oci_cli_redis_cluster__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.809 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\redis\src\oci_cli_redis_cluster\generated__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.810 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\redis\src\oci_cli_redis_identity__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.812 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\redis\src\oci_cli_redis_identity\generated__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.813 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\redis\src\oci_cli_redis__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.814 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\redis\src\oci_cli_redis\generated__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.815 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\redis\tests__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.816 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\resource_analytics__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.817 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\resource_analytics\src__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.818 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\resource_analytics\src\oci_cli_monitored_region__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.820 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\resource_analytics\src\oci_cli_monitored_region\generated__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.821 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\resource_analytics\src\oci_cli_resource_analytics_instance__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.822 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\resource_analytics\src\oci_cli_resource_analytics_instance\generated__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.824 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\resource_analytics\src\oci_cli_resource_analytics__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.825 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\resource_analytics\src\oci_cli_resource_analytics\generated__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.826 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\resource_analytics\src\oci_cli_tenancy_attachment__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.827 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\resource_analytics\src\oci_cli_tenancy_attachment\generated__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.829 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\resource_analytics\tests__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.830 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\resource_manager__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.831 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\resource_manager\src__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.832 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\resource_manager\src\oci_cli_resource_manager__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.833 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\resource_manager\src\oci_cli_resource_manager\generated__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.834 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\resource_manager\tests__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.836 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\resource_scheduler__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.837 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\resource_scheduler\src__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.838 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\resource_scheduler\src\oci_cli_schedule__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.840 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\resource_scheduler\src\oci_cli_schedule\generated__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.841 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\resource_scheduler\tests__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.842 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\resource_search__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.843 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\resource_search\src__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.844 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\resource_search\src\oci_cli_resource_search__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.846 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\resource_search\src\oci_cli_resource_search\generated__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.847 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\resource_search\tests__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.848 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\rover__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.849 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\rover\src__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.850 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\rover\src\oci_cli_rover_bundle__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.852 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\rover\src\oci_cli_rover_bundle\generated__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.853 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\rover\src\oci_cli_rover_cluster__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.854 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\rover\src\oci_cli_rover_cluster\generated__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.855 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\rover\src\oci_cli_rover_entitlement__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.857 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\rover\src\oci_cli_rover_entitlement\generated__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.858 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\rover\src\oci_cli_rover_node__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.859 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\rover\src\oci_cli_rover_node\generated__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.860 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\rover\src\oci_cli_rover__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.861 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\rover\src\oci_cli_rover\generated__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.863 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\rover\src\oci_cli_shape__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.864 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\rover\src\oci_cli_shape\generated__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.865 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\rover\src\oci_cli_work_requests__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.867 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\rover\src\oci_cli_work_requests\generated__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.868 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\rover\tests__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.869 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\sch__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.874 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\sch\src__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.876 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\sch\src\oci_cli_connector_plugins__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.877 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\sch\src\oci_cli_connector_plugins\generated__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.878 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\sch\src\oci_cli_sch__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.879 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\sch\src\oci_cli_sch\generated__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.880 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\sch\src\oci_cli_service_connector__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.881 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\sch\src\oci_cli_service_connector\generated__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.883 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\sch\tests__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.884 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\secrets__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.886 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\secrets\src__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.887 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\secrets\src\oci_cli_secrets__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.889 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\secrets\src\oci_cli_secrets\generated__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.890 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\secrets\tests__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.891 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\security_attribute__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.892 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\security_attribute\src__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.894 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\security_attribute\src\oci_cli_security_attribute__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.895 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\security_attribute\src\oci_cli_security_attribute\generated__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.897 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\security_attribute\tests__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.898 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\self__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.899 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\self\src__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.900 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\self\src\oci_cli_partner_integeration__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.901 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\self\src\oci_cli_partner_integeration\generated__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.903 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\self\src\oci_cli_self__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.904 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\self\src\oci_cli_self\generated__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.905 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\self\src\oci_cli_subscription__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.906 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\self\src\oci_cli_subscription\generated__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.907 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\self\tests__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.908 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\service_catalog__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.909 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\service_catalog\src__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.910 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\service_catalog\src\oci_cli_service_catalog__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.912 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\service_catalog\src\oci_cli_service_catalog\generated__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.913 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\service_catalog\tests__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.915 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\service_manager_proxy__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.916 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\service_manager_proxy\src__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.917 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\service_manager_proxy\src\oci_cli_service_manager_proxy__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.918 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\service_manager_proxy\src\oci_cli_service_manager_proxy\generated__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.919 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\service_manager_proxy\tests__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.920 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\stack_monitoring__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.922 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\stack_monitoring\src__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.923 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\stack_monitoring\src\oci_cli_stack_monitoring__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.924 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\stack_monitoring\src\oci_cli_stack_monitoring\generated__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.926 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\stack_monitoring\tests__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.927 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\streaming__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.928 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\streaming\src__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.930 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\streaming\src\oci_cli_stream_admin__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.931 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\streaming\src\oci_cli_stream_admin\generated__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.932 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\streaming\src\oci_cli_stream__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.933 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\streaming\src\oci_cli_stream\generated__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.935 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\streaming\src\oci_cli_streaming__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.936 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\streaming\src\oci_cli_streaming\generated__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.937 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\streaming\tests__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.938 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\tenant_manager_control_plane__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.939 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\tenant_manager_control_plane\src__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.940 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\tenant_manager_control_plane\src\oci_cli_domain_governance__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.941 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\tenant_manager_control_plane\src\oci_cli_domain_governance\generated__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.942 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\tenant_manager_control_plane\src\oci_cli_domain__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.943 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\tenant_manager_control_plane\src\oci_cli_domain\generated__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.946 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\tenant_manager_control_plane\src\oci_cli_governance__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.947 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\tenant_manager_control_plane\src\oci_cli_governance\generated__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.948 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\tenant_manager_control_plane\src\oci_cli_link_features__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.949 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\tenant_manager_control_plane\src\oci_cli_link_features\generated__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.950 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\tenant_manager_control_plane\src\oci_cli_link__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.951 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\tenant_manager_control_plane\src\oci_cli_link\generated__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.952 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\tenant_manager_control_plane\src\oci_cli_orders__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.954 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\tenant_manager_control_plane\src\oci_cli_orders\generated__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.955 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\tenant_manager_control_plane\src\oci_cli_organization__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.956 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\tenant_manager_control_plane\src\oci_cli_organization\generated__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.957 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\tenant_manager_control_plane\src\oci_cli_recipient_invitation__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.958 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\tenant_manager_control_plane\src\oci_cli_recipient_invitation\generated__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.959 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\tenant_manager_control_plane\src\oci_cli_sender_invitation__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.965 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\tenant_manager_control_plane\src\oci_cli_sender_invitation\generated__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.966 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\tenant_manager_control_plane\src\oci_cli_subscription__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.967 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\tenant_manager_control_plane\src\oci_cli_subscription\generated__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.968 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\tenant_manager_control_plane\src\oci_cli_tenant_manager_control_plane__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.969 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\tenant_manager_control_plane\src\oci_cli_tenant_manager_control_plane\generated__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.970 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\tenant_manager_control_plane\src\oci_cli_work_request__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.972 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\tenant_manager_control_plane\src\oci_cli_work_request\generated__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.973 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\tenant_manager_control_plane\tests__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
2026-08-09 22:40:47.974 | MOVE CANDIDATE | C:\Users\enrik\lib\oracle-cli\Lib\site-packages\services\threat_intelligence__pycache__ -> G:\AI\E-zzio\runtime\cache__pycache__
