"Category","File","Line","Reference"
"PYTHON_RUNTIME","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13142","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.11.15-windows-x86_64-none\Lib\site-packages\setuptools\config\_validat…"
"PYTHON_RUNTIME","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13143","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.11.15-windows-x86_64-none\Lib\site-packages\setuptools\config\_validat…"
"PYTHON_RUNTIME","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13144","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.11.15-windows-x86_64-none\Lib\site-packages\setuptools\tests"
"CACHE_OR_TEMP","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13145","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.11.15-windows-x86_64-none\Lib\site-packages\setuptools\tests\__pycache…"
"PYTHON_RUNTIME","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13146","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.11.15-windows-x86_64-none\Lib\site-packages\setuptools\tests\compat"
"PYTHON_RUNTIME","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13147","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.11.15-windows-x86_64-none\Lib\site-packages\setuptools\tests\compat\__…"
"PYTHON_RUNTIME","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13148","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.11.15-windows-x86_64-none\Lib\site-packages\setuptools\tests\config"
"PYTHON_RUNTIME","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13149","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.11.15-windows-x86_64-none\Lib\site-packages\setuptools\tests\config\__…"
"PYTHON_RUNTIME","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13150","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.11.15-windows-x86_64-none\Lib\site-packages\setuptools\tests\config\do…"
"PYTHON_RUNTIME","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13151","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.11.15-windows-x86_64-none\Lib\site-packages\setuptools\tests\config\do…"
"PYTHON_RUNTIME","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13152","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.11.15-windows-x86_64-none\Lib\site-packages\setuptools\tests\indexes"
"PYTHON_RUNTIME","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13153","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.11.15-windows-x86_64-none\Lib\site-packages\setuptools\tests\indexes\t…"
"PYTHON_RUNTIME","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13154","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.11.15-windows-x86_64-none\Lib\site-packages\setuptools\tests\indexes\t…"
"PYTHON_RUNTIME","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13155","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.11.15-windows-x86_64-none\Lib\site-packages\setuptools\tests\indexes\t…"
"PYTHON_RUNTIME","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13156","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.11.15-windows-x86_64-none\Lib\site-packages\setuptools\tests\integrati…"
"PYTHON_RUNTIME","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13157","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.11.15-windows-x86_64-none\Lib\site-packages\setuptools\tests\integrati…"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13158","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.11.15-windows-x86_64-none\Lib\sqlite3"
"CACHE_OR_TEMP","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13159","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.11.15-windows-x86_64-none\Lib\sqlite3\__pycache__"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13160","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.11.15-windows-x86_64-none\Lib\tkinter"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13161","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.11.15-windows-x86_64-none\Lib\tomllib"
"CACHE_OR_TEMP","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13162","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.11.15-windows-x86_64-none\Lib\tomllib\__pycache__"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13163","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.11.15-windows-x86_64-none\Lib\turtledemo"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13164","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.11.15-windows-x86_64-none\Lib\unittest"
"CACHE_OR_TEMP","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13165","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.11.15-windows-x86_64-none\Lib\unittest\__pycache__"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13166","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.11.15-windows-x86_64-none\Lib\urllib"
"CACHE_OR_TEMP","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13167","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.11.15-windows-x86_64-none\Lib\urllib\__pycache__"
"PYTHON_RUNTIME","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13168","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.11.15-windows-x86_64-none\Lib\venv"
"PYTHON_RUNTIME","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13169","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.11.15-windows-x86_64-none\Lib\venv\scripts"
"PYTHON_RUNTIME","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13170","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.11.15-windows-x86_64-none\Lib\venv\scripts\common"
"PYTHON_RUNTIME","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13171","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.11.15-windows-x86_64-none\Lib\venv\scripts\nt"
"PYTHON_RUNTIME","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13172","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.11.15-windows-x86_64-none\Lib\venv\scripts\posix"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13173","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.11.15-windows-x86_64-none\Lib\wsgiref"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13174","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.11.15-windows-x86_64-none\Lib\xml"
"CACHE_OR_TEMP","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13175","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.11.15-windows-x86_64-none\Lib\xml\__pycache__"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13176","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.11.15-windows-x86_64-none\Lib\xml\dom"
"CACHE_OR_TEMP","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13177","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.11.15-windows-x86_64-none\Lib\xml\dom\__pycache__"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13178","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.11.15-windows-x86_64-none\Lib\xml\etree"
"CACHE_OR_TEMP","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13179","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.11.15-windows-x86_64-none\Lib\xml\etree\__pycache__"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13180","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.11.15-windows-x86_64-none\Lib\xml\parsers"
"CACHE_OR_TEMP","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13181","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.11.15-windows-x86_64-none\Lib\xml\parsers\__pycache__"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13182","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.11.15-windows-x86_64-none\Lib\xml\sax"
"CACHE_OR_TEMP","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13183","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.11.15-windows-x86_64-none\Lib\xml\sax\__pycache__"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13184","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.11.15-windows-x86_64-none\Lib\xmlrpc"
"CACHE_OR_TEMP","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13185","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.11.15-windows-x86_64-none\Lib\xmlrpc\__pycache__"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13186","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.11.15-windows-x86_64-none\Lib\zoneinfo"
"CACHE_OR_TEMP","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13187","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.11.15-windows-x86_64-none\Lib\zoneinfo\__pycache__"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13188","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.11.15-windows-x86_64-none\libs"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13189","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.11.15-windows-x86_64-none\Scripts"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13190","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.11.15-windows-x86_64-none\tcl"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13191","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.11.15-windows-x86_64-none\tcl\dde1.4"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13192","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.11.15-windows-x86_64-none\tcl\nmake"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13193","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.11.15-windows-x86_64-none\tcl\reg1.3"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13194","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.11.15-windows-x86_64-none\tcl\tcl8"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13195","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.11.15-windows-x86_64-none\tcl\tcl8.6"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13196","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.11.15-windows-x86_64-none\tcl\tcl8.6\encoding"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13197","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.11.15-windows-x86_64-none\tcl\tcl8.6\http1.0"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13198","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.11.15-windows-x86_64-none\tcl\tcl8.6\msgs"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13199","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.11.15-windows-x86_64-none\tcl\tcl8.6\opt0.4"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13200","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.11.15-windows-x86_64-none\tcl\tcl8.6\tzdata"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13201","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.11.15-windows-x86_64-none\tcl\tcl8.6\tzdata\Africa"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13202","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.11.15-windows-x86_64-none\tcl\tcl8.6\tzdata\America"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13203","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.11.15-windows-x86_64-none\tcl\tcl8.6\tzdata\America\Argentina"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13204","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.11.15-windows-x86_64-none\tcl\tcl8.6\tzdata\America\Indiana"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13205","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.11.15-windows-x86_64-none\tcl\tcl8.6\tzdata\America\Kentucky"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13206","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.11.15-windows-x86_64-none\tcl\tcl8.6\tzdata\America\North_Dakota"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13207","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.11.15-windows-x86_64-none\tcl\tcl8.6\tzdata\Antarctica"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13208","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.11.15-windows-x86_64-none\tcl\tcl8.6\tzdata\Arctic"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13209","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.11.15-windows-x86_64-none\tcl\tcl8.6\tzdata\Asia"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13210","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.11.15-windows-x86_64-none\tcl\tcl8.6\tzdata\Atlantic"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13211","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.11.15-windows-x86_64-none\tcl\tcl8.6\tzdata\Australia"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13212","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.11.15-windows-x86_64-none\tcl\tcl8.6\tzdata\Brazil"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13213","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.11.15-windows-x86_64-none\tcl\tcl8.6\tzdata\Canada"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13214","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.11.15-windows-x86_64-none\tcl\tcl8.6\tzdata\Chile"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13215","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.11.15-windows-x86_64-none\tcl\tcl8.6\tzdata\Etc"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13216","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.11.15-windows-x86_64-none\tcl\tcl8.6\tzdata\Europe"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13217","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.11.15-windows-x86_64-none\tcl\tcl8.6\tzdata\Indian"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13218","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.11.15-windows-x86_64-none\tcl\tcl8.6\tzdata\Mexico"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13219","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.11.15-windows-x86_64-none\tcl\tcl8.6\tzdata\Pacific"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13220","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.11.15-windows-x86_64-none\tcl\tcl8.6\tzdata\SystemV"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13221","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.11.15-windows-x86_64-none\tcl\tcl8.6\tzdata\US"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13222","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.11.15-windows-x86_64-none\tcl\tcl8\8.4"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13223","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.11.15-windows-x86_64-none\tcl\tcl8\8.4\platform"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13224","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.11.15-windows-x86_64-none\tcl\tcl8\8.5"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13225","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.11.15-windows-x86_64-none\tcl\tcl8\8.6"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13226","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.11.15-windows-x86_64-none\tcl\tix8.4.3"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13227","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.11.15-windows-x86_64-none\tcl\tix8.4.3\bitmaps"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13228","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.11.15-windows-x86_64-none\tcl\tix8.4.3\demos"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13229","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.11.15-windows-x86_64-none\tcl\tix8.4.3\demos\bitmaps"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13230","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.11.15-windows-x86_64-none\tcl\tix8.4.3\demos\samples"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13231","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.11.15-windows-x86_64-none\tcl\tix8.4.3\pref"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13232","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.11.15-windows-x86_64-none\tcl\tk8.6"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13233","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.11.15-windows-x86_64-none\tcl\tk8.6\demos"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13234","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.11.15-windows-x86_64-none\tcl\tk8.6\demos\images"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13235","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.11.15-windows-x86_64-none\tcl\tk8.6\images"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13236","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.11.15-windows-x86_64-none\tcl\tk8.6\msgs"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13237","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.11.15-windows-x86_64-none\tcl\tk8.6\ttk"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13238","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.14-windows-x86_64-none"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13239","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.14.5-windows-x86_64-none"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13240","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.14.5-windows-x86_64-none\DLLs"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13241","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.14.5-windows-x86_64-none\include"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13242","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.14.5-windows-x86_64-none\include\cpython"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13243","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.14.5-windows-x86_64-none\include\internal"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13244","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.14.5-windows-x86_64-none\include\internal\mimalloc"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13245","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.14.5-windows-x86_64-none\include\internal\mimalloc\mimalloc"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13246","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.14.5-windows-x86_64-none\Lib"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13247","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.14.5-windows-x86_64-none\Lib\__phello__"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13248","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.14.5-windows-x86_64-none\Lib\__phello__\ham"
"CACHE_OR_TEMP","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13249","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.14.5-windows-x86_64-none\Lib\__pycache__"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13250","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.14.5-windows-x86_64-none\Lib\_pyrepl"
